num_layers,hidden_dim,num_heads,intermediate_dim,seq_len,batch_size,num_params_M,dtype,median_ms,mean_ms,min_ms,max_ms,p95_ms,tokens_per_sec,peak_mem_mb,iters,label
32,4096,32,11008,2048,8,6476.8,torch.float16,640.0857,640.0489,637.7744,642.0106,641.7739,25596.6,13930.5,50,custom-h4096-l32-s2048-b8
