num_heads,head_dim,seq_len,batch_size,hidden_dim,dtype,median_ms,mean_ms,min_ms,max_ms,p95_ms,iters,label
40,128,4096,1,5120,torch.float16,0.8836,0.8603,0.7784,0.9234,0.9151,100,custom-h5120-nh40-s4096-b1
