num_heads,head_dim,seq_len,batch_size,hidden_dim,dtype,median_ms,mean_ms,min_ms,max_ms,p95_ms,iters,label
64,128,2048,1,8192,torch.float16,0.3659,0.3663,0.3542,0.3918,0.3785,100,custom-h8192-nh64-s2048-b1
