num_heads,head_dim,seq_len,batch_size,hidden_dim,dtype,median_ms,mean_ms,min_ms,max_ms,p95_ms,iters,label
32,128,512,32,4096,torch.float16,0.4771,0.4923,0.4692,0.5513,0.5476,100,custom-h4096-nh32-s512-b32
