num_heads,head_dim,seq_len,batch_size,hidden_dim,dtype,median_ms,mean_ms,min_ms,max_ms,p95_ms,iters,label
64,128,2048,16,8192,torch.float16,5.3791,5.3452,5.044,5.48,5.4026,100,custom-h8192-nh64-s2048-b16
